8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Fadil Hoxha. Fadil Hoxha (Serbian: ????? ????, "Fadil Hod?a") (born March 15, 1916 in ?akovica, Kingdom of Serbia, died April 22, 2001 in Pristina, FR Yugoslavia) was an Albanian politician. Early life. As a young man, Hoxha migrated from his home town of ?akovica to attend secondary school in Albania, since secondary education in the Albanian language was unavailable in Yugoslavia. He continued his education in the town of Shkod?r and later in Elbasan. In Albania he joined a communist cell which provided him his first exposure to the ideas of Marxism-Leninism. He returned to Kosovo in 1941, where he worked as a teacher. In the same year he abandoned his post to become one of the founders of the communist partisan movement in Kosovo. Within a short time Hoxha rose in partisan ranks to become commander, leading battalions which had in their ranks Kosovo Albanians and Serbs who fought against Fascism and Nazism and the Italian and later German occupation of Kosovo. Hoxha was instrumental in the Kosovo communist movement's efforts at adopting a resolution at the Bujan Conference of 1943, which expressed the wish of Kosovo for national self-determination and unification with Albania. However, under Serbian pressure, the Yugoslav Communist Party annulled the resolution, which resulted in Hoxha's marginalization in the party after the end of the war in 1945 and Kosovo's reinstitution into Serbia with a limited degree of autonomy. Politics. Hoxha's political influence in the Yugoslav Communist Party and grew during the 1960s, especially after the removal from the upper echelons of the party of Serb hardliner Aleksandar Rankovi? by Josip Broz Tito. As interior minister, Rankovi? had pursued a notorious policy of repression against Albanians, which was later criticized by the party. Hoxha led efforts to advance Kosovo's constitutional status in a series of constitutional reforms that took place in Yugoslavia. The efforts were consecrated by the Yugoslav constitution of 1974, which granted Kosovo an equal republican status in all but name. Hoxha also fought for the expansion of federal aid and development programs in Kosovo, which led to Kosovo's rapid industrialization throughout the 1960s and 1970s. Hoxha also led or otherwise supported political battles for the expansion of cultural and educational institutions in the Albanian language, leading to the establishment of the University of Pristina in 1970 and a Kosovo Academy of Arts and Sciences. Hoxha subscribed to the principles of Yugoslav policy of "brotherhood and unity", believing in the need to achieve national equality between Albanians, Serbs, and other national groups within Kosovo and Yugoslavia. Hoxha held a number of high posts in Kosovo and Yugoslavia. He served as president of the Assembly of the Kosovo Autonomous Province. He also received the title of People's Hero of Yugoslavia. In 1967 he was appointed to the Yugoslav Communist Party Presidium and in 1974 became a member of the Federal Presidency. In 1978-79 he held the rotating post of Vice President of the Federal Presidency, the highest leadership post in Yugoslavia under Tito. In 1981, Hoxha faced harsh criticism from radical Kosovo Albanian nationalist movements because of his opposition to the massive demonstrations that occurred in the spring of that year, which demanded republican status for Kosovo and Kosovo's unification with Albania. Hoxha and the Kosovar provincial leaders also faced criticism by the Yugoslav party leadership for failures in curtailing the rise of Albanian nationalism in Kosovo. After the rise of Slobodan Milo?evi? in Serbia, Hoxha, though retired, became subject to a number of political attacks labelling him a nationalist and supporter of secessionism. Hoxha was expelled from the League of Communists of Yugoslavia and in 1991 the Milo?evi? government tried him for treason. Though in old age, Hoxha survived the 1999 Kosovo War and remained in Kosovo until the end of the war in hiding. He died of natural causes in 2001, and was buried with honors in his home town of ?akovica. Hoxha has published his wartime diary "Kur pranvera vonohet" [When Spring is Late] (Prishtina: Rilindja, 1980) and a three-volume collection of speeches and articles in "Jemi n? sht?pin? ton?" [This is our Home] (Prishtina: Rilindja, 1986), both published in Serbo-Croatian and Turkish editions in addition to the original Albanian. In 2010, an autobiography based on interviews with Fadil Hoxha by Veton Surroi and his father Rexhai Surroi was published under the title "Fadil Hoxha n? vet?n e par?" [Fadil Hoxha, in the first person] (Prishtina: Koha, 2010). He was said to have been a distant cousin of Albanian leader Enver Hoxha.
8501546	http://en.wikipedia.org/wiki/Jamestown_(Kansas)_Wildlife_Area	Jamestown (Kansas) Wildlife Area. Jamestown (Kansas) Wildlife Area consist of in Northern Kansas. It is located primarily in Republic County, Kansas and partially in Cloud County, Kansas. Driving directions are North and West of Jamestown, Kansas. The area is commonly called "Jamestown Lake" by local residents. The area is popular for both hunting and fishing. The lake and its surrounding areas are maintained by the Kansas Department of Wildlife and Parks. History. The Jamestown Wildlife Area is a collection of wetlands and uplands that have been under state management since 1932. The two larger marshes were one of the twelve wetlands sold to provide funding for Emporia State Teachers College. Historically, the area was considered a "salty?, shallow, marshy area. In dry seasons salt could be found. A large amount of wildlife would coome to the area in the wet season. The areas marshes attracted Native Americans, early settlers and were important to migrating herds of bison, flocks of waterfowl and other wildlife. Local residents constructed dams on the lower ends of both large marshes in the early 20th century to provide a more reliable water supply for recreation.
8501552	http://en.wikipedia.org/wiki/Laron_syndrome	Laron syndrome. Laron syndrome, or Laron-type dwarfism, is an autosomal recessive disorder characterized by an insensitivity to growth hormone (GH), caused by a variant of the growth hormone receptor. It causes short stature and a resistance to diabetes and cancer. Eponym. It is named after Zvi Laron, the Israeli researcher who, with A. Pertzelan and S. Mannheimer, first reported the condition in 1966, based upon observations which began in 1958. Resistance to GH was first reported by Laron in 1966. Since then, severe resistance to GH, characterized by grossly impaired growth despite normal levels of GH in serum, has been termed Laron syndrome. Pathophysiology. Molecular genetic investigations have shown that this disorder is mainly associated with mutations in the gene for the GH receptor. These can result in defective hormone binding to the ectodomain or reduced efficiency of dimerization of the receptor after hormone occupancy. There are exceptionally low levels of insulin-like growth factor (IGF-1) and its principal carrier protein, insulin-like growth factor binding protein 3. A related condition involving postreceptor insensitivity to growth hormone has been associated with STAT5B. Clinical characteristics. The principal feature of Laron syndrome is abnormally short stature (dwarfism). Physical symptoms include: prominent forehead, depressed nasal bridge, underdevelopment of mandible, truncal obesity and a very small penis. Seizures are frequently seen secondary to hypoglycemia. Some genetic variations have an impact upon intellectual capacity. The majority of reported cases have been of Arabic or Semitic origin, with numerous patients in Israel, Saudi Arabia, Egypt, Iraq, and remote villages in Ecuador with Sephardic roots. In 2011, it was reported that people with this syndrome in the Ecuadorian villages are resistant to cancer and diabetes and are somewhat protected against aging. This is consistent with findings in mice with a defective growth hormone receptor gene. Treatment. Administration of GH has no effect on IGF-1 production, therefore treatment is mainly by biosynthetic IGF-1. IGF-1 must be taken before puberty to be effective. IPLEX (Mecasermin rinfabate) is composed of recombinant human IGF-1 (rhIGF-1) and its binding protein IGFBP-3. It was approved by the U.S. Food and Drug Administration (FDA) in 2005 for treatment of primary IGF-1 deficiency or GH gene deletion. Side effects from IPLEX are hypoglycemia. IPLEX's manufacturing company, Insmed, can no longer develop proteins and can no longer manufacture IPLEX as of a statement released in January 2012. Prognosis. People with Laron syndrome have strikingly low rates of cancer and diabetes. Homo floresiensis. Recent publications have proposed that "Homo floresiensis" represented a population with widespread Laron syndrome. This hypothesis has received criticism and is unconfirmed.
8501573	http://en.wikipedia.org/wiki/Vanike_Tarar	Vanike Tarar. Vanike Tarar is a town in the Hafizabad District of Punjab, Pakistan. According to the 1998 census of Pakistan, the Vanike Tarar had a population of 45,000.
8501579	http://en.wikipedia.org/wiki/Sharyn_Hodgson	Sharyn Hodgson. Sharyn Hodgson (born 25 August 1968 in Sydney, New South Wales, Australia) is an Australian actress, best known for playing the role of original charactor Carly Morris in the popular soap opera, "Home and Away" (1988?91}; with subsequent guest appearances reprising the part in 1997; 1998; 2000; 2001; 2002 and 2008 respectively. Career. Hodgson began a drama course with Phillip Street Drama School when she was 15. She spent four years studying there on Saturday mornings, which led to work with the Film and Television School appearing in films for students. After completing her Higher School Certificate, she auditionioned for the Seven Network's fledgling soap opera, "Home and Away" in 1987. She was successfully cast and became one of the original characters to appear in the programme, from the pilot episode which initially aired in January 1988. She played Carly Morris, the foster daughter of Pippa and Tom Fletcher, Carly had suffered severe child abuse from her biological father. During her time on the show, Hodgson's troubled character weathered rape, alcoholism, an array of relationship and family problems, which were all chronicled with a tie-in novel. She eventually finds love with Army soldier Ben Lucini portrayed by (Julian McMahon) in 1991, and leaves Summer Bay the same year to begin a family elsewhere. Following this, Hodgson was one of several "Home and Away" cast-members to star in a stage musical about the soap, which toured the UK in 1991. Julian McMahon, Justine Clarke, Mouche Phillips and Adam Willits also starred. Since her initial on-screen departure, Hodgson has made numerous brief returns to "Home and Away" to visit her foster family or attend important events in the bay. Hodgson was last seen on-screen as Carly in 2008. She returned briefly along with Adam Willits (Steven Matheson) and Debra Lawrance (Pippa Ross) for the departure of one of the soap's original cast members, Kate Ritchie, who played Sally Fletcher. In between her stints in "Home and Away", Hodgson has appeared in episodes of "Blue Heelers", "Police Rescue" (1995), "Wildside" (1998) and "Big Sky" playing Jodie Turner (1997?99). Personal life. Hodgson dropped out of the limelight to become a mother and now lives on the NSW south coast with her three children.
8501583	http://en.wikipedia.org/wiki/Lefteris_Pantazis	Lefteris Pantazis. Lefteris Pantazis () who is often called by the nickname "LEPA" by the media and his fans, is a famous Greek singer. He was born Eleftherios Pagkozidis (???????? ??????????) on 27 March 1955 to Pontic Greek parents in Tashkent, Uzbekistan, in the USSR. His parents repatriated to Greece as refugees in the 1960s. Career. He began singing professionally in the mid-1970s and his first record was distributed in 1979. His songs belong to a genre that cannot precisely be described and in Greek it is called skiladiko (????????o) or laika [?????]. His music combines elements of traditional country folk music and modern pop. Some of his best known hits include: '??? ???????? ?? ???' (I've driven God insane), '?? ????????? ?????? ??? ??????' (The most beautiful creature in the world).
8501585	http://en.wikipedia.org/wiki/Canmore_Museum_and_Geoscience_Centre	Canmore Museum and Geoscience Centre. Canmore Museum and Geoscience Centre (CMAGS) is the public name used by the Centennial Museum Society of Canmore. 'Canmore Museum and Geoscience Centre' is the name used by the "Centennial Museum Society of Canmore". The Society was incorporated in 1984 under The Societies Act of the Province of Alberta. The society is also a registered charity. Spanning more than a century since the town was first incorporated, and spanning generations, cultures and social classes, the museum had close to 120 years worth of local history to move from the original location to a new purpose built space in the Canmore Civic Centre in June 2004. Affiliations. The Museum is affiliated with: CMA, CHIN, and Virtual Museum of Canada. The Canmore Museum and Geoscience Centre is a member of the "Canadian Museums Association", an organization that represents nearly 2000 museums. Each year, more than 55 million visitors attend Canadian museums. In turn, these institutions employ over 10,000 full-time, around 10,000 part-time employees and are supported by more than 40,000 volunteers. In addition, it is a member of the "Alberta Museums Association". Recognition. The Canmore Museum & Geoscience Centre became one of the museums in the province of Alberta to receive the Recognized Museum designation from the Alberta Museums Association. To earn this designation, the museum provided a panel of museum professionals with evidence achieving internationally recognized criteria of a museum. This designation is achieved by participating in the Museum Affirmation Program, a new initiative designed to strengthen the Association?s accountability toward the public funds it distributes through grants and programming to the province?s museums. As a Recognized Museum, the Canmore Museum & Geoscience Centre has met the internationally recognized definition and standards of a museum. This status is good for 5 years (until 2012), at which point the designation will be revisited. Programs. Programming is an important component of the overall mandate of the organization. Each year several events are co-hosted with the Association of Professional Engineers and Geoscientists of Alberta (APEGA). Events such as the annual "Rock and Fossil Clinic" have become an important part of science outreach activities in the Canmore area. History. The museum started from a school assignment in 1936. Teacher Edna Appleby gave the students an assignment to write a letter to a foreign country requesting a doll in ethnic dress. One of the students, Mavis Mallabone, continued to collect dolls from all over the world. This significant collection was on display at the original museum until the mid-1990s. The museum as steward of the town?s history has a collection of artifacts from early mining history to the 1988 Winter Olympics and beyond. Miner?s Day is an annual event held on the Saturday closest to July 13, the day the last coal mine closed in 1979 after 92 years of continuous operation. There is a parade of the miner?s families along main street followed by a town BBQ organized by Canmore Museum and Geoscience Centre. After the mine closed in 1979, some expected that the town would soon follow the likes of nearby Georgetown, Anthracite and Bankhead and become a ghost town or vanish like the work in the coal mine. Instead, within a few years, Canmore was the site of the Nordic Centre for the 1988 Winter Olympics. The resulting development through the 1990s, and beyond have led to a mountain community with year round tourism as a sought after vacation destination and a major real estate market in recreational property. History buffs have no shortage of places to visit in the town of Canmore including the 19th Century North-West Mounted Police Barracks hosted by the Canmore Museum and Geoscience Centre. In addition, the miner?s favourite hang-out, the Canmore Hotel, the original Miner?s Union Hall is still a multi-use facility which will be the cornerstone of the new Lamphouse Theatre project. The entrance is built to give the illusion of walking down a shaft of a blackened coal mine. It is not just a museum of coal mining history, but has a mandate to tell the stories of the heritage of the town and the people of the mountains. There are areas of the museum devoted to archaeology in displays related to Negotiating Place, there have been rotating displays of mountain culture which includes the climbing history of the Rocky Mountains from Lawrence Grassi to Sharon Wood. There are displays of rocks and fossils from the rockies, and the Gordon Tebitt reef display makes the comparison of the Grassi Lakes Devonian reef with a reef system which could be found in the Caribbean tropics today. This museum is also for kids. A big screen TV in the corner allows kids and adults to learn about the geology of the rockies on short DVD programs. Many youngsters also run for the modern computers which have geology games installed. Besides that, there are summer programs for the kids, and there is the annual rock and fossil road show put on with the cooperation and support of organizations like APEGA and the Burgess Shale Foundation. In cooperation with Burgess Shale Foundations, CMAGS has run yearly trips to the Mount Stephen trilobite beds and to the Walcott Quarry. Tours have also been hosted to the Columbia Icefield Visitors' Centre and to the Royal Tyrrell Museum of Palaeontology. The museum has also produced multi-media shows which study the changes in the community over time. Interviews were grouped into three main aspects: blessings, challenges and history were among the wide range of ideas and issues considered when looking at the positives and negatives of a growing community. In 2008, the Canmore Museum and Geoscience Centre organized a traveling exhibition in celebration of the David Thompson Bicentennials (2007?2011). The exhibit is designed to create not only an awareness of how Thompson?s efforts gave shape and definition to the northwest half of North America. The environment and aboriginal world inhabited by Thompson is also explored in the exhibition. The exhibit called ?David Thompson: 200 Years Later? will travel to other museums and historic sites beginning in 2009. Publications. The first publication by the Canmore Museum & Geoscience Centre is ?Survival in Paradise: A Century of Coal Mining in the Bow Valley?. The book was written by Walter J. Riva, former mine engineer and manager at the Canmore Mines Ltd. and member of the Canadian Mining Hall of Fame; with editing and layout design by Rob Alexander. This important book tells the story of coal mining in the Bow Valley, including Anthracite, Bankhead, Georgetown and Canmore. Events. The Canmore Museum and Geoscience Centre hosts many presentations and evening talks showcasing local authors, history, heritage, geoscience and other areas of interest. The museum society has fought to save heritage sites in the Canmore area such as the Canmore Hotel. The museum welcomes feedback regarding the town?s definition of heritage and history.
8501586	http://en.wikipedia.org/wiki/Nicholas_Grattan-Doyle	Nicholas Grattan-Doyle. Sir Nicholas Grattan Grattan-Doyle (18 August 1862 ? 14 July 1941) was a Conservative Party politician in the United Kingdom. He was elected as Member of Parliament (MP) for Newcastle upon Tyne North at the 1918 general election, and held the seat until his resignation in 1940, aged 78.
8501590	http://en.wikipedia.org/wiki/Hans-Wilhelm_M%C3%BCller-Wohlfahrt	Hans-Wilhelm M?ller-Wohlfahrt. Dr. Hans-Wilhelm M?ller-Wohlfahrt (born 12 August 1942 in Leerhafe, today part of Wittmund, East Frisia) is the club doctor at Bayern Munich and is a world leader in the treatment of sports injuries. Many of the German doctor's treatments are controversial, including using injections of a substance called Hyalart, extracted from the crest of cockerels, which is claimed to help lubricate knee injuries and take away the pain. He has also injected honey or calves' blood into patients. M?ller-Wohlfahrt's use of homeopathic medicine to treat players is also controversial. Players treated. He has treated many footballers including J?rgen Klinsmann, Ronaldo and Jonathan Woodgate and other sportsmen and women such as Paula Radcliffe Kelly Holmes, Maurice Greene and Usain Bolt. He helped cure Michael Owen's hamstring problems in time to play at the Euro 2000 tournament and has also helped Owen's Liverpool F.C. and England colleague, Steven Gerrard and Harry Kewell. Darren Gough and Alex Tudor, Essex cricketers, have benefited from the German doctor's pioneering treatments. On 6 May 2009 it was announced that he was helping Akpo Sodje recover from a longstanding hamstring problem. He also treated Ronnie Irani, which led to him coining the phrase I I A C. Jos? Mar?a Olaz?bal, the 1994 US Masters golf champion was suffering from the crippling effects of rheumatoid arthritis when he visited M?ller-Wohlfahrt but was able to win at Augusta again in 1999. Rugby World Cup winner Will Greenwood is another who has benefited from the doctor's treatment after 8 months with a groin problem. Weeks later he was staking a claim to a recall to the England team. Even international sportsmen as far away as Australia have sought treatment from M?ller-Wohlfahrt - Australian rules footballers Max Rooke and Mark Coughlan were treated for chronic hamstring injuries. Likewise he has also treated professional cyclists including Stephen Roche. One of his more unusual treatments was when St Johnstone F.C. striker Peter MacDonald was prescribed goat's blood injections in a bid to cure a recurring hamstring problem. In 2010 he treated Bono (singer for U2) and Usain Bolt for severe back injury. In 2012 he was given the job of repairing the hamstring of Dylan Grimes of the AFL club the Richmond Tigers In 2013 he treated knee-injuries of Giorgio Chiellini and Simone Pepe both players of Italian club Juventus FC
8501618	http://en.wikipedia.org/wiki/William_Wells_(British_politician)	William Wells (British politician). William Thomas Wells QC (10 August 1908 ? 3 January 1990) was an English barrister and Labour Party politician. Wells was from an upper-class background and went to the Public School Lancing College near Brighton, and to Balliol College, Oxford. He was called to the Bar by the Middle Temple in 1932. During World War II, Wells served in the army on the General Staff to the War Office, being awarded the rank of Major. He was elected Member of Parliament for Walsall in the 1945 general election. Although never taking Ministerial office, Wells's experience of the law was used on departmental committees. He was a member of the Lord Chancellor's Committee on the Practice and Procedure of the Supreme Court which sat from 1947 to 1953, of the Magistrates' Courts Rules Committee from 1954, and of the Wolfenden Committee on Prostitution and Homosexual Offences from 1954 to 1957. Wells remained an active Barrister throughout his Parliamentary career and was made a Queen's Counsel in 1955. He was Deputy Chairman of Hertfordshire Quarter Sessions from 1961 to 1971, and in 1963 he became a Bencher of the Middle Temple. From 1965 to 1971 he was Recorder of King's Lynn, giving up the job when he became a Recorder of the Crown Court from 1972. Moderate in politics, Wells supported British membership of the European Economic Community in 1971 against a three line whip. He retired at the end of the Parliament in 1974. From 1976 he was made a Chairman of Industrial Tribunals. He joined the S.D.P. in 1981.
