8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Serbian_language
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	%C4%90akovica
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Kingdom_of_Serbia
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Pristina
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Serbia_and_Montenegro
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Albania
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Shkod%C3%ABr
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Elbasan
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Marxism-Leninism
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Partisans_(Yugoslavia)
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Fascism
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Nazism
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Nazi_Germany
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Bujan_Conference
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Yugoslav_Communist_Party
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Serbia
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Aleksandar_Rankovi%C4%87
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Josip_Broz_Tito
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Socialist_Federal_Republic_of_Yugoslavia
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Republic
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Industrialization
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	University_of_Pristina_(1969%E2%80%931999)
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Brotherhood_and_unity
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	President
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	People%27s_Hero_of_Yugoslavia
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Slobodan_Milo%C5%A1evi%C4%87
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Secessionism
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	League_of_Communists_of_Yugoslavia
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Treason
8501507	http://en.wikipedia.org/wiki/Fadil_Hoxha	Kosovo_War
